'Agency Name','Days after Jan 1','Hours past Midnight','Route Type','Related Non-Motorist','Collision Type',Weather,'Surface Condition',Light,'Traffic Control','Driver Substance Abuse','Non-Motorist Substance Abuse','Pedestrian Movement','Pedestrian Actions','Pedestrian Location','At Fault','Safety Equipment','Lat- Normalized','Long- Normalized','Injury Severity'
MONTGOMERY,45404,18.25,County,'Cyclist (non-electric)','Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,Yes,0.680176,0.886249,'Possible Injury'
MONTGOMERY,45438,20.5,'Private Route',Pedestrian,'Single Vehicle',Clear,Dry,Dusk,'NO CONTROLS','None Detected','None Detected',None,None,'ON ROADWAY AT CROSSWALK',No,None,0.700489,0.850023,'No Apparent Injury'
MONTGOMERY,45415,19.233,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.496717,0.917196,'No Apparent Injury'
MONTGOMERY,45329,6.833,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','AT INTERSECTION UNMARKED CROSSWALK',Yes,None,0.485855,0.91725,'Suspected Serious Injury'
MONTGOMERY,45317,8.283,County,Pedestrian,'Single Vehicle',Cloudy,Wet,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection','In Roadway Improperly','AT INTERSECTION UNMARKED CROSSWALK',No,None,0.633277,0.937724,'Possible Injury'
MONTGOMERY,45391,9.2,Municipality,'Cyclist (non-electric)','Single Vehicle',Clear,Dry,Daylight,'YIELD SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.694795,0.863358,'Suspected Minor Injury'
MONTGOMERY,45294,18.233,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','Pedestrian Crossing','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.569181,0.937933,'Suspected Serious Injury'
MONTGOMERY,45364,14.35,'US (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.496501,0.948901,'Suspected Minor Injury'
MONTGOMERY,45400,11.417,Municipality,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION UNMARKED CROSSWALK',No,None,0.539421,0.927148,'Suspected Minor Injury'
MONTGOMERY,45447,19.5,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'Travel Lane  Location',No,None,0.499363,0.91952,'Suspected Minor Injury'
MONTGOMERY,45341,15.933,'Private Route',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.573916,0.909627,'Possible Injury'
ROCKVILLE,45425,23.617,Municipality,'Cyclist (non-electric)','Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,Shoulder/Roadside,No,Yes,0.608137,0.900757,'No Apparent Injury'
MONTGOMERY,45398,10.1,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.502849,0.946719,'Suspected Minor Injury'
MONTGOMERY,45357,8.633,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'Pedestrian Crossing','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.504927,0.944766,'Possible Injury'
MONTGOMERY,45408,23.517,'Local Route',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','Pedestrian Crossing','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.661767,0.876795,'Suspected Minor Injury'
ROCKVILLE,45434,7.667,Municipality,'Scooter (electric)','Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection','Failure to Obey Traffic Signs  Signals  or Officer','AT INTERSECTION UNMARKED CROSSWALK',No,None,0.601215,0.894617,'No Apparent Injury'
MONTGOMERY,45418,15.817,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'Travel Lane  Location',Yes,None,0.558275,0.927601,'Suspected Minor Injury'
MONTGOMERY,45348,17.667,County,Pedestrian,'Single Vehicle',Clear,Dry,Dusk,'Pedestrian Crossing','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.706515,0.868686,'Suspected Minor Injury'
MONTGOMERY,45394,20.25,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter Not at Intersection',None,Shoulder/Roadside,Yes,None,0.506591,0.944747,'Possible Injury'
MONTGOMERY,45344,16.933,County,Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.688321,0.888559,'Suspected Minor Injury'
MONTGOMERY,45325,10.517,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'Pedestrian Crossing','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.678658,0.839742,'Suspected Serious Injury'
MONTGOMERY,45433,8.167,'Maryland (State)',Pedestrian,'Sideswipe  Same Direction',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY AT CROSSWALK',No,None,0.556008,0.938182,'Suspected Minor Injury'
MONTGOMERY,45423,15.5,'Maryland (State)','Cyclist (non-electric)','Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane)',None,'Travel Lane  Location',No,Yes,0.584716,0.828505,'Suspected Serious Injury'
ROCKVILLE,45374,10.517,Municipality,'Cyclist (non-electric)','Single Vehicle',Rain,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.587581,0.888125,'Suspected Minor Injury'
ROCKVILLE,45397,12.35,'Maryland (State)','Cyclist (non-electric)','Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,Yes,0.609158,0.886878,'Suspected Serious Injury'
MONTGOMERY,45379,16.583,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.575268,0.924317,'Possible Injury'
MONTGOMERY,45402,1.917,County,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','NO CONTROLS','None Detected','Suspect of Alcohol Use','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.505329,0.947245,'Fatal Injury'
MONTGOMERY,45390,0.033,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','Pedestrian Crossing','None Detected','None Detected','Cross/Enter at Intersection',None,'Travel Lane  Location',No,None,0.561279,0.933189,'Fatal Injury'
MONTGOMERY,45324,23.683,Municipality,'Cyclist (non-electric)','Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.596472,0.900949,'Suspected Minor Injury'
MONTGOMERY,45364,22.3,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.528623,0.970381,'Suspected Minor Injury'
MONTGOMERY,45438,21.417,'US (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','In Roadway Improperly','Travel Lane  Location',Yes,None,0.508499,0.948832,'Possible Injury'
MONTGOMERY,45324,14.75,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','Suspect of Alcohol Use  Suspect of Drug Use','Walking/Cycling on Sidewalk','In Roadway Improperly',Sidewalk,No,None,0.534691,0.970848,'Suspected Minor Injury'
GAITHERSBURG,45365,14.567,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,Sidewalk,No,None,0.680329,0.86994,'Possible Injury'
MONTGOMERY,45426,20.933,County,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Not Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'MIDBLOCK MARKED CROSSWALK',No,None,0.567838,0.910347,'Suspected Minor Injury'
MONTGOMERY,45422,7.5,'Maryland (State)','Cyclist (non-electric)','Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','In Roadway Improperly','Travel Lane  Location',Yes,Yes,0.697633,0.885492,'Suspected Serious Injury'
MONTGOMERY,45419,16.083,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',Inattentive,'AT INTERSECTION MARKED CROSSWALK',No,None,0.505765,0.949932,'Suspected Minor Injury'
MONTGOMERY,45330,6.183,County,'Scooter (electric)','Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,Shoulder/Roadside,No,None,0.465993,0.921951,'Suspected Minor Injury'
MONTGOMERY,45438,15.667,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.719131,0.839005,'No Apparent Injury'
MONTGOMERY,45348,18.683,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.575298,0.924338,'Suspected Minor Injury'
ROCKVILLE,45328,18.167,Municipality,Pedestrian,'Front to Rear',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected',Standing,None,Sidewalk,No,None,0.600995,0.911276,'Suspected Minor Injury'
MONTGOMERY,45411,9.2,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',None,None,'ON ROADWAY AT CROSSWALK',No,None,0.614063,0.934752,'No Apparent Injury'
MONTGOMERY,45436,11.9,'Maryland (State)',Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'Pedestrian Crossing','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'AT INTERSECTION MARKED CROSSWALK',No,None,0.680127,0.858138,'Suspected Minor Injury'
MONTGOMERY,45410,14,County,'Scooter (electric)','Single Vehicle',Clear,Dry,Daylight,'Pedestrian Crossing','None Detected','None Detected','Cross/Enter Not at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.470589,0.915205,'Suspected Minor Injury'
ROCKVILLE,45442,14.233,Municipality,'Cyclist (non-electric)','Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane)','Improper Turn/Merge)','Intersection ',Yes,None,0.607307,0.898755,'Suspected Minor Injury'
MONTGOMERY,45344,19.95,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter Not at Intersection',None,'Travel Lane  Location',No,None,0.497253,0.926767,'Suspected Minor Injury'
MONTGOMERY,45342,15.5,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.599403,0.985998,'No Apparent Injury'
MONTGOMERY,45412,19.033,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'Pedestrian Crossing','None Detected','Not Suspect of Alcohol Use  ','Cross/Enter Not at Intersection',Dart/Dash,'Intersection ',Yes,None,0.5552,0.937907,'Suspected Minor Injury'
ROCKVILLE,45390,14.85,'Maryland (State)','Cyclist (non-electric)','Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,Sidewalk,No,None,0.586829,0.904481,'Possible Injury'
MONTGOMERY,45329,9.5,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','Failure to Obey Traffic Signs  Signals  or Officer  Inattentive','AT INTERSECTION MARKED CROSSWALK',Yes,None,0.489307,0.918709,'Suspected Minor Injury'
MONTGOMERY,45372,7.75,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.556912,0.937421,'Suspected Minor Injury'
MONTGOMERY,45370,16.533,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.484989,0.922472,'Suspected Minor Injury'
MONTGOMERY,45450,5.617,County,Pedestrian,'Single Vehicle',Clear,Wet,Dawn,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.588739,0.966958,'Suspected Minor Injury'
MONTGOMERY,45324,20.533,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','Not Suspect of Alcohol Use  ','Cross/Enter Not at Intersection',None,'Travel Lane  Location',Yes,None,0.686368,0.931494,'Suspected Serious Injury'
TAKOMA,45414,19.633,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane)',None,'AT INTERSECTION UNMARKED CROSSWALK',No,None,0.499124,0.965706,'Suspected Minor Injury'
MONTGOMERY,45422,10.5,County,'Cyclist (non-electric)','Single Vehicle',Rain,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Cycling on Sidewalk',None,'AT INTERSECTION MARKED CROSSWALK',Yes,None,0.705681,0.870472,'Suspected Minor Injury'
MONTGOMERY,45373,15.167,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','In Roadway Improperly','Travel Lane  Location',Yes,None,0.538192,0.902367,'Suspected Minor Injury'
MONTGOMERY,45335,20.067,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Not Lighted','NO CONTROLS','None Detected','Suspect of Drug Use',Standing,'In Roadway Improperly  NOT VISIBLE','Travel Lane  Location',Yes,None,0.52334,0.942647,'Fatal Injury'
MONTGOMERY,45405,13.5,'US (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.506425,0.94826,'No Apparent Injury'
GAITHERSBURG,45435,7.067,'Local Route','Wheelchair (electric)','Single Vehicle',Cloudy,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.681225,0.873149,'Suspected Serious Injury'
MONTGOMERY,45434,11.367,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,Sidewalk,No,None,0.696312,0.836998,'Possible Injury'
MONTGOMERY,45392,13,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'AT INTERSECTION MARKED CROSSWALK',No,None,0.546583,0.922762,'Suspected Minor Injury'
MONTGOMERY,45317,7.55,County,Pedestrian,'Single Vehicle',Cloudy,Wet,Dawn,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.493498,0.917222,'Possible Injury'
MONTGOMERY,45397,12.5,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.521068,0.942966,'Possible Injury'
MONTGOMERY,45360,19.833,County,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Not Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION UNMARKED CROSSWALK',No,None,0.629789,0.994422,'No Apparent Injury'
MONTGOMERY,45391,17,County,'Cyclist (non-electric)','Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','Failure to Obey Traffic Signs  Signals  or Officer','AT INTERSECTION MARKED CROSSWALK',Yes,None,0.726404,0.873828,'Possible Injury'
MONTGOMERY,45358,20.483,'Bicycle Route','Cyclist (non-electric)','Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Walking/Cycling on Sidewalk',None,'AT INTERSECTION MARKED CROSSWALK',No,Yes,0.470476,0.900757,'Suspected Minor Injury'
MONTGOMERY,45386,7.817,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.826746,0.866274,'Suspected Serious Injury'
MONTGOMERY,45344,16.933,County,Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.688321,0.888559,'Suspected Minor Injury'
MONTGOMERY,45411,7.733,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.614762,0.939571,'Suspected Minor Injury'
MONTGOMERY,45351,8.05,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.540931,0.945514,'Suspected Serious Injury'
MONTGOMERY,45410,14.267,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY AT CROSSWALK',Yes,None,0.720485,0.844446,'Suspected Minor Injury'
MONTGOMERY,45368,13.667,County,'Cyclist (non-electric)','Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane)','Failure to Obey Traffic Signs  Signals  or Officer','Intersection ',Yes,None,0.588437,0.961747,'Suspected Minor Injury'
MONTGOMERY,45362,6.717,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.528679,0.970478,'Suspected Minor Injury'
GAITHERSBURG,45398,7.5,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','Suspect of Alcohol Use','Cross/Enter at Intersection','In Roadway Improperly','Travel Lane  Location',No,None,0.673794,0.874669,'Suspected Serious Injury'
TAKOMA,45385,12.283,Municipality,Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.494803,0.966483,'Suspected Minor Injury'
MONTGOMERY,45416,14.783,County,'Cyclist (non-electric)','Single Vehicle',Rain,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION MARKED CROSSWALK',No,None,0.558247,0.937299,'Suspected Minor Injury'
